,item_id,user_id,rating_id
407,37,13,4
408,144,13,2
409,657,13,2
410,1259,13,7
411,259,13,2
412,97,13,7
413,798,13,8
414,921,13,2
415,650,13,2
416,264,13,2
417,727,13,2
418,342,13,2
419,232,13,2
420,252,13,7
421,534,13,8
422,925,13,9
423,695,13,2
424,703,13,2
425,810,13,2
426,670,13,7
427,920,13,7
428,1180,13,9
429,1114,13,2
430,559,13,2
431,1146,13,8
432,1105,13,7
433,514,13,2
434,945,13,2
435,876,13,3
436,786,13,3
437,402,13,3
438,1128,13,2
439,944,13,2
440,1156,14,10
441,764,14,2
442,1093,14,10
443,1157,14,10
444,605,14,9
445,5,14,2
446,380,14,2
447,670,14,2
448,439,14,7
449,252,14,3
450,477,14,2
451,442,14,3
452,677,14,8
453,354,14,2
454,1123,14,2
455,64,14,2
456,1213,14,5
457,326,14,2
458,1086,14,8
459,530,14,6
460,1090,14,8
461,1247,14,10
462,759,14,2
463,124,14,2
464,1103,14,4
465,906,14,7
466,1038,14,8
467,697,14,8
468,760,14,2
469,147,14,10
470,320,14,2
471,527,14,7
472,727,14,9
473,597,14,4
474,929,14,2
475,589,14,2
476,941,14,2
477,420,14,7
478,405,14,2
479,1063,15,6
480,297,15,2
481,112,15,7
482,1224,15,2
483,53,15,2
484,1154,15,2
485,642,15,7
486,1205,15,7
487,1061,15,6
488,1029,15,7
489,295,15,9
490,1032,15,8
491,1256,15,2
492,313,15,5
493,239,15,8
494,214,15,2
495,93,15,3
496,578,15,7
497,450,15,8
498,592,15,2
499,44,15,9
500,960,15,3
501,149,15,2
502,620,15,10
503,1235,15,10
504,339,15,2
505,1149,15,2
506,110,15,8
507,57,15,10
508,24,15,2
509,868,15,10
510,962,15,9
511,282,15,2
512,416,15,2
513,1097,16,2
514,458,16,2
515,328,16,6
516,1180,16,2
517,1203,16,2
518,1194,16,2
519,1262,16,6
520,881,16,2
521,1135,16,3
522,931,16,10
523,728,16,2
524,130,16,8
525,1150,16,2
526,183,16,8
527,476,16,2
528,1294,16,7
529,837,16,8
530,513,16,3
531,32,16,9
532,157,16,2
533,1272,16,8
534,573,16,7
535,706,16,2
536,1080,16,2
537,583,16,7
538,392,16,2
539,730,16,1
540,341,16,7
541,888,16,9
542,1116,16,2
543,1107,16,3
544,337,16,8
545,899,16,2
546,125,16,9
547,619,16,8
548,235,16,8
549,27,16,8
550,332,16,10
551,966,16,2
552,1228,17,2
553,81,17,7
554,1175,17,9
555,886,17,9
556,1224,17,7
557,229,17,7
558,17,17,2
559,1017,17,1
560,128,17,8
561,135,17,7
562,968,17,1
563,805,17,7
564,996,17,8
565,94,17,3
566,623,17,4
567,1189,17,8
568,1051,17,9
569,465,17,2
570,915,17,2
571,1119,17,9
572,847,17,8
573,1191,17,9
574,573,17,6
575,969,17,6
576,1150,17,6
577,362,17,6
578,203,17,7
579,519,17,4
580,463,17,2
581,283,17,5
582,90,17,3
583,1187,17,4
584,1249,17,6
585,323,17,2
586,438,18,9
587,685,18,2
588,415,18,2
589,183,18,2
590,140,18,9
591,580,18,2
592,313,18,3
593,979,18,8
594,739,18,2
595,753,18,7
596,346,18,9
597,712,18,9
598,716,18,8
599,1092,18,8
600,375,18,10
601,1278,18,8
602,116,18,2
603,228,18,7
604,458,18,6
605,581,18,8
606,840,34,6
607,685,34,7
608,732,34,10
609,900,34,10
610,242,34,10
611,1036,34,8
612,1122,34,9
613,784,34,6
614,526,34,7
615,781,34,10
616,919,34,7
617,870,34,9
618,631,34,9
619,602,34,10
620,578,34,5
621,765,34,2
622,911,34,8
623,1195,34,7
624,799,34,4
625,809,34,2
626,224,34,8
627,639,34,10
628,554,34,10
629,723,34,4
630,1067,34,2
631,855,34,1
632,500,34,6
633,1039,34,6
634,1061,34,6
635,1013,34,10
636,584,34,2
637,1241,34,5
638,691,34,5
639,972,34,4
640,812,34,3
641,627,34,10
642,1088,34,5
643,883,34,10
644,890,34,7
645,1180,34,8
646,67,35,6
647,782,35,10
648,1055,35,7
649,663,35,4
650,295,35,3
651,1291,35,7
652,809,35,2
653,698,35,7
654,682,35,8
655,638,35,8
656,1175,35,7
657,968,35,1
658,570,35,5
659,1184,35,8
660,910,35,8
661,178,35,4
662,189,35,4
663,769,35,6
664,105,35,6
665,157,35,1
666,70,35,1
667,319,35,3
668,148,35,4
669,947,35,5
670,727,35,8
671,886,35,7
672,595,35,7
673,515,35,8
674,458,35,4
675,84,35,6
676,294,35,1
677,318,35,2
678,583,35,7
679,1304,35,8
680,411,35,2
681,687,35,8
682,1318,35,7
683,546,35,8
684,775,35,7
685,5,35,1
686,593,35,4
687,1023,35,9
688,326,35,1
689,167,35,1
690,283,35,1
691,1075,35,7
692,280,35,1
693,591,35,6
694,39,35,1
695,1254,35,7
696,42,35,1
697,888,35,1
698,1029,35,3
699,1064,35,6
700,1211,35,1
701,86,35,7
702,1193,35,8
703,1311,35,1
704,388,35,1
705,1030,35,1
706,802,35,6
707,1082,35,8
708,217,35,6
709,1305,35,5
710,885,35,6
711,868,35,7
712,372,35,1
713,931,35,1
714,1073,35,4
715,375,35,1
716,722,35,7
717,511,35,9
718,559,35,10
719,850,35,9
720,1156,35,10
721,451,35,1
722,491,35,1
723,584,35,1
724,621,35,10
725,483,35,1
726,322,35,10
727,54,35,1
728,66,35,1
729,496,35,1
730,602,35,10
731,321,35,1
732,1289,35,10
733,893,35,5
734,414,35,1
735,223,35,1
736,730,36,4
737,1065,36,4
738,853,36,4
739,869,36,8
740,1091,36,5
741,686,36,9
742,386,36,1
743,327,36,1
744,1306,36,6
745,732,36,10
746,224,36,10
747,991,36,4
748,78,36,1
749,1227,36,6
750,963,36,7
751,635,36,8
752,938,36,1
753,586,36,8
754,145,36,1
755,716,36,7
756,1157,36,7
757,893,36,7
758,367,36,1
759,1044,36,1
760,891,36,1
761,1218,36,6
762,1105,36,1
763,1179,36,6
764,922,36,7
765,237,36,1
766,565,36,8
767,838,36,1
768,403,36,1
769,220,36,1
770,581,36,8
771,89,36,1
772,952,36,10
773,528,36,9
774,1207,36,1
775,897,36,10
776,1231,36,8
777,895,36,6
778,1142,36,9
779,959,36,4
780,204,36,1
781,354,36,1
782,1233,36,6
783,1280,36,6
784,44,36,1
785,678,36,8
786,524,36,8
787,1098,36,1
788,616,36,7
789,104,36,1
790,128,36,1
791,316,36,1
792,989,36,1
793,1062,36,1
794,660,36,9
795,34,36,1
796,548,36,6
797,103,36,1
798,814,36,7
799,393,36,1
800,477,36,1
801,41,36,1
802,116,36,1
803,137,36,1
804,977,36,6
805,362,36,1
806,389,36,1
807,841,36,9
808,916,36,1
809,1022,36,8
810,708,36,8
811,510,36,6
812,1059,36,6
813,3,36,1
814,1245,36,1
815,762,36,1
816,211,36,1
817,856,36,1
818,1148,36,1
819,1099,36,1
820,134,36,5
821,1008,36,3
822,894,36,2
823,484,36,5
824,650,36,7
825,284,36,8
826,941,36,9
827,87,36,1
828,1242,36,9
829,614,37,8
830,667,37,9
831,555,37,9
832,1226,37,8
833,512,37,10
834,592,37,10
835,774,38,9
836,367,38,1
837,679,38,9
838,828,38,9
839,692,38,8
840,668,38,9
841,522,38,9
842,1034,38,8
843,1178,38,10
844,603,38,6
845,498,38,10
846,517,38,9
847,536,38,8
848,1242,38,10
849,602,38,10
850,585,38,10
851,580,38,7
852,649,38,8
853,534,38,8
854,779,38,9
855,561,38,10
856,1194,38,7
857,651,38,7
858,577,1034,1
859,723,39,5
860,497,39,10
861,1015,39,1
862,539,39,10
863,690,39,8
864,664,39,10
865,548,39,8
866,899,39,6
867,922,39,7
868,396,39,5
869,246,39,6
870,1072,39,6
871,1021,39,10
872,317,39,1
873,142,39,1
874,666,39,9
875,681,39,8
876,117,39,4
877,132,39,2
878,2,39,4
879,1103,39,3
880,482,39,2
881,90,39,4
882,465,39,5
883,808,39,3
884,272,39,1
885,1207,39,4
886,78,39,1
887,1241,39,8
888,1250,39,7
889,1029,39,5
890,1038,39,4
891,656,39,8
892,724,39,8
893,769,39,8
894,1153,39,9
895,740,39,8
896,744,39,10
897,554,39,8
898,914,39,8
899,1266,39,7
900,541,39,7
901,1079,39,9
902,507,39,9
903,1232,39,9
904,592,39,10
905,1243,39,8
906,1235,39,9
907,698,39,8
908,965,39,8
909,1094,39,8
910,524,39,8
911,1269,39,5
912,707,39,3
913,199,39,2
914,872,39,4
915,1144,39,5
916,311,39,2
917,480,39,3
918,15,39,5
919,776,39,9
920,659,39,8
921,977,39,7
922,900,39,10
923,720,39,9
924,1221,39,9
925,750,39,10
926,1031,39,10
927,967,39,1
928,629,39,2
929,580,39,3
930,983,39,5
931,337,39,6
932,1204,39,6
933,523,39,8
934,614,39,9
935,583,39,1
936,1131,39,2
937,892,39,3
938,1139,39,6
939,341,39,7
940,361,39,4
941,878,39,10
942,308,39,10
943,1109,39,9
944,468,39,8
945,508,39,10
946,325,40,10
947,303,40,10
948,476,40,10
949,305,40,10
950,763,40,10
951,1037,40,10
952,1097,40,10
953,247,40,10
954,7,40,10
955,1085,40,10
956,76,40,10
957,1050,40,10
958,288,40,10
959,1186,40,5
960,627,40,3
961,1008,40,5
962,629,40,6
963,1267,40,2
964,857,40,3
965,769,40,6
966,124,40,1
967,605,40,3
968,838,40,4
969,383,40,6
970,170,40,7
971,495,40,3
972,840,40,4
973,729,40,3
974,761,40,1
975,209,40,2
976,1240,40,3
977,1278,40,4
978,363,40,5
979,895,40,8
980,784,40,4
981,1235,40,2
982,728,40,4
983,845,40,7
984,1158,40,8
985,323,40,9
986,448,40,2
987,1164,40,3
988,1301,40,4
989,435,40,5
990,918,40,5
991,885,40,6
992,174,40,6
993,782,40,7
994,29,40,8
995,48,40,9
996,504,40,10
997,967,40,2
998,704,40,3
999,68,40,4
1000,497,40,5
1001,850,40,6
1002,621,40,7
1003,972,40,9
1004,1020,40,10
1005,64,40,10
1006,275,40,10
1007,1262,40,1
1008,768,40,10
1009,830,40,10
1010,485,40,10
1011,787,40,10
1012,6,40,10
1013,176,40,3
1014,201,40,2
1015,569,40,3
1016,1003,40,4
1017,296,40,5
1018,278,40,6
1019,87,40,7
1020,1028,40,8
1021,1238,40,2
1022,1168,40,3
1023,562,40,5
1024,255,40,10
1025,752,40,9
1026,27,40,1
1027,877,40,10
1028,898,40,10
1029,155,40,10
1030,753,40,10
1031,1172,40,10
1032,1277,40,10
1033,890,40,1
1034,262,40,10
1035,511,40,10
1036,1229,40,10
1037,184,40,10
1038,81,40,1
1039,735,40,1
1040,239,40,1
1041,185,40,1
1042,113,40,1
1043,910,40,1
1044,480,40,1
1045,131,40,1
1046,518,40,1
1047,1305,40,1
1048,332,40,1
1049,1286,40,1
1050,44,40,1
1051,975,40,1
1052,367,40,10
1053,966,40,10
1054,1195,40,10
1055,1059,40,10
1056,441,40,10
1057,204,40,10
1058,697,40,10
1059,1115,40,10
1060,713,40,1
1061,493,40,10
1062,394,40,10
1063,1310,40,10
1064,1304,40,9
1065,41,40,8
1066,263,40,8
1067,686,40,8
1068,1290,40,6
1069,127,40,7
1070,536,40,8
1071,298,40,4
1072,1152,40,6
1073,731,40,7
1074,1088,40,3
1075,1035,40,4
1076,149,40,5
1077,360,40,7
1078,220,40,8
1079,161,40,10
1080,512,40,10
1081,501,40,10
1082,868,40,10
1083,758,40,10
1084,505,40,10
1085,720,40,10
1086,1029,40,6
1087,60,40,7
1088,465,40,8
1089,1144,40,6
1090,743,40,3
1091,616,40,6
1092,1193,40,5
1093,622,40,6
1094,1145,40,7
1095,903,40,8
1096,256,40,9
1097,738,40,10
1098,1096,40,10
1099,409,40,5
1100,408,40,6
1101,874,40,7
1102,1190,40,8
1103,401,40,9
1104,1110,40,10
1105,561,40,10
1106,565,40,2
1107,114,40,10
1108,1112,40,10
1109,343,40,10
1110,286,40,10
1111,810,40,10
1112,1216,40,10
1113,766,40,10
1114,551,40,10
1115,163,40,4
1116,563,40,6
1117,259,40,7
1118,949,40,8
1119,995,40,9
1120,132,40,2
1121,899,40,4
1122,889,40,5
1123,660,40,2
1124,1073,40,3
1125,1048,40,4
1126,647,40,5
1127,53,40,6
1128,951,40,1
1129,1217,40,3
1130,313,40,5
1131,229,40,6
1132,1058,40,2
1133,397,40,10
1134,197,40,10
1135,560,40,10
1136,1102,40,10
1137,553,40,10
1138,442,41,1
1139,465,41,1
1140,1016,41,1
1141,770,41,1
1142,422,41,1
1143,775,41,1
1144,1198,41,1
1145,431,41,1
1146,686,41,1
1147,1211,41,1
1148,607,41,1
1149,1033,41,1
1150,993,41,1
1151,15,41,1
1152,776,41,1
1153,64,41,1
1154,717,41,1
1155,759,41,1
1156,1104,41,1
1157,217,41,1
1158,1141,41,1
1159,256,41,1
1160,222,41,1
1161,292,41,1
1162,1208,41,1
1163,1030,41,1
1164,487,41,1
1165,961,41,1
1166,500,41,1
1167,503,41,10
1168,1165,41,1
1169,555,41,10
1170,1257,41,1
1171,236,41,1
1172,880,41,1
1173,752,41,1
1174,999,41,10
1175,244,41,1
1176,1216,41,1
1177,363,41,1
1178,561,41,10
1179,954,41,1
1180,265,41,1
1181,322,41,1
1182,964,41,8
1183,1274,41,8
1184,1004,41,8
1185,464,41,8
1186,1114,41,1
1187,978,41,1
1188,921,41,1
1189,195,41,1
1190,1303,41,1
1191,545,41,1
1192,595,41,8
1193,1015,41,8
1194,1300,41,8
1195,736,41,8
1196,346,41,8
1197,1263,41,8
1198,1266,41,8
1199,568,41,8
1200,979,41,8
1201,898,41,8
1202,640,41,8
1203,126,41,1
1204,910,41,1
1205,606,41,1
1206,1010,41,1
1207,1307,41,1
1208,713,41,1
1209,88,41,1
1210,966,41,1
1211,926,41,1
1212,65,41,1
1213,304,41,1
1214,1281,41,1
1215,1005,41,1
1216,1245,41,1
1217,294,41,1
1218,323,41,1
1219,425,41,1
1220,810,41,1
1221,932,41,1
1222,658,41,1
1223,811,41,1
1224,351,41,1
1225,944,41,1
1226,947,41,1
1227,749,41,1
1228,180,41,1
1229,1025,41,1
1230,504,41,10
1231,411,41,1
1232,1105,41,1
1233,525,41,10
1234,33,41,1
1235,403,41,1
1236,490,41,1
1237,45,41,1
1238,412,41,1
1239,1077,41,1
1240,757,41,1
1241,753,41,1
1242,1316,41,1
1243,948,41,1
1244,654,41,1
1245,531,41,10
1246,762,41,1
1247,495,41,10
1248,935,41,1
1249,1007,41,10
1250,482,41,1
1251,535,41,10
1252,1053,41,1
1253,681,41,10
1254,711,41,1
1255,414,41,1
1256,175,41,1
1257,399,41,1
1258,816,41,1
1259,124,41,1
1260,1112,41,1
1261,223,41,1
1262,356,41,1
1263,441,41,1
1264,468,41,1
1265,1186,41,10
1266,486,41,1
1267,984,41,1
1268,499,41,10
1269,1028,41,1
1270,699,41,8
1271,109,41,9
1272,96,41,6
1273,138,41,7
1274,1299,41,8
1275,61,41,9
1276,1150,41,6
1277,30,41,5
1278,341,41,7
1279,263,41,8
1280,1024,41,9
1281,1052,41,6
1282,756,41,5
1283,272,41,6
1284,611,41,7
1285,997,41,8
1286,594,41,5
1287,160,41,6
1288,583,41,7
1289,726,41,8
1290,1058,41,6
1291,586,41,6
1292,186,41,8
1293,430,41,9
1294,131,41,5
1295,395,41,6
1296,543,41,7
1297,1291,41,8
1298,550,41,9
1299,252,41,7
1300,825,41,4
1301,488,41,5
1302,211,41,3
1303,526,41,2
1304,804,41,4
1305,668,41,5
1306,1139,41,6
1307,507,41,7
1308,826,41,8
1309,603,41,9
1310,621,41,10
1311,1295,41,10
1312,1115,41,10
1313,850,41,1
1314,102,41,10
1315,281,41,10
1316,481,41,10
1317,83,41,10
1318,355,41,1
1319,114,41,1
1320,247,41,1
1321,1042,41,1
1322,301,41,1
1323,852,41,1
1324,916,41,4
1325,793,41,2
1326,296,41,3
1327,185,41,6
1328,262,41,7
1329,111,41,8
1330,572,41,9
1331,1020,41,4
1332,106,41,2
1333,1265,41,4
1334,1065,41,5
1335,404,42,10
1336,213,42,10
1337,782,42,10
1338,1155,42,10
1339,436,42,10
1340,94,42,10
1341,673,42,10
1342,528,42,10
1343,336,42,10
1344,361,42,10
1345,175,42,10
1346,402,42,10
1347,1050,42,10
1348,781,42,5
1349,893,42,1
1350,366,42,4
1351,715,42,5
1352,987,42,6
1353,1232,42,7
1354,895,42,8
1355,293,42,10
1356,538,42,10
1357,616,42,10
1358,585,42,10
1359,724,42,10
1360,47,42,10
1361,117,42,10
1362,289,42,10
1363,908,42,10
1364,225,42,10
1365,992,42,4
1366,408,42,6
1367,1205,42,3
1368,158,42,4
1369,344,42,5
1370,966,42,6
1371,1275,42,8
1372,700,42,3
1373,581,42,4
1374,815,42,5
1375,275,42,6
1376,1307,42,8
1377,919,42,9
1378,578,42,10
1379,532,42,3
1380,759,42,4
1381,326,42,5
1382,830,42,6
1383,684,42,7
1384,1297,42,10
1385,1151,42,4
1386,110,42,6
1387,235,42,7
1388,458,42,8
1389,4,42,10
1390,706,42,10
1391,125,42,10
1392,9,42,10
1393,1043,42,10
1394,844,42,10
1395,662,42,10
1396,182,42,10
1397,484,42,10
1398,99,42,5
1399,447,42,6
1400,598,42,10
1401,725,42,10
1402,1309,42,4
1403,861,42,6
1404,614,42,7
1405,603,42,8
1406,819,42,3
1407,770,42,2
1408,1010,42,3
1409,65,42,4
1410,242,42,1
1411,139,42,10
1412,655,42,10
1413,559,42,10
1414,854,42,10
1415,1291,42,10
1416,126,42,10
1417,258,42,10
1418,1192,42,3
1419,1095,42,6
1420,922,42,3
1421,635,42,5
1422,299,42,6
1423,836,42,7
1424,87,42,9
1425,1108,42,9
1426,1318,42,10
1427,440,42,10
1428,474,42,10
1429,856,42,9
1430,708,42,9
1431,80,42,9
1432,0,42,9
1433,1093,42,10
1434,1004,42,9
1435,412,43,10
1436,486,43,10
1437,421,43,10
1438,299,43,7
1439,21,43,8
1440,228,43,5
1441,971,43,7
1442,684,43,8
1443,992,43,9
1444,725,43,10
1445,319,43,3
1446,28,43,4
1447,1022,43,5
1448,815,43,6
1449,1159,43,7
1450,1197,43,10
1451,239,43,10
1452,1244,43,10
1453,551,43,10
1454,466,43,10
1455,984,43,10
1456,839,43,4
1457,819,43,7
1458,622,43,9
1459,326,43,9
1460,393,43,10
1461,632,43,10
1462,332,43,10
1463,408,43,10
1464,829,43,3
1465,1233,43,3
1466,199,43,4
1467,790,43,10
1468,499,43,10
1469,1276,43,3
1470,1124,43,10
1471,867,43,10
1472,917,43,10
1473,450,43,10
1474,988,43,1
1475,1000,43,1
1476,765,43,1
1477,1240,43,1
1478,730,43,1
1479,1311,43,10
1480,1061,43,1
1481,1068,43,1
1482,300,43,10
1483,139,43,1
1484,209,43,1
1485,271,43,1
1486,688,43,1
1487,472,43,10
1488,596,43,1
1489,774,43,1
1490,769,43,10
1491,981,43,1
1492,588,43,10
1493,501,43,10
1494,534,43,10
1495,203,43,10
1496,1298,43,10
1497,881,43,10
1498,50,43,10
1499,193,43,1
1500,94,43,8
1501,515,43,4
1502,598,43,5
1503,1228,43,7
1504,318,43,9
1505,262,43,3
1506,930,43,2
1507,1019,43,3
1508,67,43,4
1509,159,43,6
1510,303,43,8
1511,1208,43,10
1512,1247,43,7
1513,126,43,5
1514,204,43,3
1515,1165,43,8
1516,858,43,4
1517,481,43,5
1518,1109,43,8
1519,592,43,5
1520,633,43,4
1521,480,43,6
1522,768,43,7
1523,772,43,8
1524,1156,43,9
1525,652,43,10
1526,777,43,10
1527,546,43,2
1528,275,43,4
1529,672,43,5
1530,520,43,6
1531,676,43,7
1532,687,43,8
1533,701,43,10
1534,983,43,2
1535,576,43,6
1536,26,43,7
1537,1113,43,8
1538,267,43,9
1539,1055,43,10
1540,1287,43,9
1541,811,43,9
1542,1263,43,8
1543,96,43,8
1544,591,43,10
1545,528,43,10
1546,93,43,10
1547,711,43,10
1548,562,43,10
1549,976,43,10
1550,0,43,10
1551,749,43,10
1552,722,43,10
1553,216,43,10
1554,41,43,4
1555,330,43,5
1556,1216,43,6
1557,259,43,7
1558,1018,43,8
1559,282,43,10
1560,148,43,4
1561,869,43,6
1562,128,43,10
1563,241,43,2
1564,162,43,1
1565,84,43,10
1566,1121,43,10
1567,736,43,10
1568,208,43,10
1569,1052,43,10
1570,1202,43,10
1571,1097,44,1
1572,861,44,5
1573,434,44,6
1574,966,44,2
1575,212,44,1
1576,854,44,1
1577,311,44,1
1578,69,44,1
1579,1138,44,1
1580,743,44,1
1581,133,44,1
1582,1190,44,1
1583,902,44,4
1584,997,44,2
1585,323,44,3
1586,1093,44,5
1587,822,44,6
1588,1181,44,4
1589,1139,44,7
1590,834,44,8
1591,42,44,9
1592,1174,44,3
1593,1108,44,4
1594,844,44,6
1595,386,44,7
1596,1288,44,8
1597,52,44,10
1598,217,44,3
1599,828,44,4
1600,1236,44,5
1601,699,44,7
1602,373,44,8
1603,390,44,9
1604,463,44,10
1605,596,44,2
1606,713,44,3
1607,831,44,4
1608,1195,44,6
1609,1305,44,5
1610,277,44,6
1611,581,44,7
1612,1060,44,8
1613,291,44,10
1614,913,44,10
1615,151,44,10
1616,903,44,10
1617,477,44,10
1618,378,44,10
1619,575,44,10
1620,401,44,10
1621,333,44,10
