,title,date,time,address,link,latitude,longitude
202,Hot Load (Los Angeles) + The Government (Ian's band!,['29-04-2024'],6:30PM,"Make Out Room, 3225;3227;3233;3235;3239, 22nd Street, Mission District, San Francisco, California, 90103, United States",http://sf-events.brokeassstuart.com/events/2024/4/29/hot-load-los-angeles-the-government-ian-s-band-tickets,37.755275,-122.4194265
203,Hot Mulligan,['25-04-2024'],7:00PM,"2036 University Ave, Berkeley",http://sf-events.brokeassstuart.com/events/2024/4/25/hot-mulligan-choose-your-fightour-tickets,,
204,Hubba Hubba Revue,['21-04-2024'],7:00PM,375 Eleventh Street,http://sf-events.brokeassstuart.com/events/2024/4/21/hubba-hubba-revue-tickets,,
205,Huckleberrys Hearts in Harmony,['25-04-2024'],6:00PM,"The Chapel, 777, Valencia Street, Mission District, San Francisco, California, 94110, United States",http://sf-events.brokeassstuart.com/events/2024/4/25/huckleberrys-hearts-in-harmony-tickets,37.7604879,-122.42120099500369
206,Hudson Mohawke & Nikki Nair,['26-04-2024'],10:00PM,"1015 Folsom, 1015, Folsom Street, West SoMa, San Francisco, California, 94103, United States",http://sf-events.brokeassstuart.com/events/2024/4/26/hudson-mohawke-nikki-nair-tickets,37.778041099999996,-122.40568296775534
207,I Dont Know How But They Found Me,['24-04-2024'],7:30PM,"August Hall, 420, Mason Street, Union Square, San Francisco, California, 94109, United States",http://sf-events.brokeassstuart.com/events/2024/4/24/i-dont-know-how-but-they-found-me-tickets,37.7875876,-122.4097872
208,I Hear Canvas,['04-05-2024'],9:00PM,"Madam Zola's Fortune, 900, Marin Street, San Francisco, California, 94124, United States",http://sf-events.brokeassstuart.com/events/2024/5/4/i-hear-canvas-tickets,37.7496855,-122.3858699
209,I Think You Should Leave w/ Tim Robinson,['03-05-2024'],7:30PM,"The Masonic, 1111, California Street, Lower Nob Hill, San Francisco, California, 94108, United States",http://sf-events.brokeassstuart.com/events/2024/5/3/i-think-you-should-leave-with-tim-robinson-tickets,37.7911743,-122.41299005468363
210,INIKO,['29-04-2024'],8:00PM,"The Fillmore, 1805, Geary Boulevard, Western Addition, San Francisco, California, 94115, United States",http://sf-events.brokeassstuart.com/events/2024/4/29/iniko-the-awakening-tour-tickets,37.7840838,-122.433171
211,INSOMNIUM ,['29-04-2024'],8:00PM,"August Hall, 420, Mason Street, Union Square, San Francisco, California, 94109, United States",http://sf-events.brokeassstuart.com/events/2024/4/29/insomnium-north-america-tour-2024-tickets,37.7875876,-122.4097872
212,Ibrahim Maalouf,['03-05-2024'],8:30PM,"August Hall, 420, Mason Street, Union Square, San Francisco, California, 94109, United States",http://sf-events.brokeassstuart.com/events/2024/5/3/ibrahim-maalouf-tickets,37.7875876,-122.4097872
213,Improv at UCSF,['26-04-2024'],"7:30PM
              
                (doors)","The Lost Church, 988, Columbus Avenue, Russian Hill, San Francisco, California, 94133, United States",http://sf-events.brokeassstuart.com/events/2024/4/26/improv-at-ucsf-tickets,37.8034232,-122.4143732
214,Infectious Grooves,['27-04-2024'],8:00PM,"2036 University Ave, Berkeley",http://sf-events.brokeassstuart.com/events/2024/4/27/infectious-grooves-tickets,,
215,Inna,['20-04-2024'],8:00PM,"2036 University Ave, Berkeley",http://sf-events.brokeassstuart.com/events/2024/4/20/inna-tickets,,
216,Innocence,"['01-06-2024', '07-06-2024']",7:30PM,"War Memorial Opera House, 301, Van Ness Avenue, Hayes Valley, San Francisco, California, 94102, United States",http://sf-events.brokeassstuart.com/events/2024/6/1/innocence-tickets,37.7785369,-122.42092762724732
217,Inspirations: Film/Classical,"['25-04-2024', '26-04-2024', '27-04-2024']",7:30PM,"Grove Street & Van Ness Avenue, Grove Street, Civic Center, San Francisco, California, 94102, United States",http://sf-events.brokeassstuart.com/events/2024/4/25/inspirations-film-classical-tickets,37.7782225,-122.419455
218,"Intro to Bundle Dyeing with Natural Dyes, Plants, and Flowers",['25-04-2024'],7:00PM,"1300;1302;1304;1306;1308;1310;1312;1314;1316;1318;1320;1322, Haight Street, Haight-Ashbury, San Francisco, California, 94117, United States",http://sf-events.brokeassstuart.com/events/2024/4/25/intro-to-bundle-dyeing-with-natural-dyes-plants-and-flowers-tickets,37.770552,-122.44396054921347
219,Intro to Weaving: Woven Tapestry Edition,['24-04-2024'],7:00PM,"1300;1302;1304;1306;1308;1310;1312;1314;1316;1318;1320;1322, Haight Street, Haight-Ashbury, San Francisco, California, 94117, United States",http://sf-events.brokeassstuart.com/events/2024/4/24/intro-to-weaving-woven-tapestry-edition-tickets,37.770552,-122.44396054921347
220,Irving Penn,"['19-04-2024', '20-04-2024', '21-04-2024', '22-04-2024', '23-04-2024', '24-04-2024', '25-04-2024', '26-04-2024', '27-04-2024', '28-04-2024', '29-04-2024', '30-04-2024', '01-05-2024', '02-05-2024', '03-05-2024', '04-05-2024', '05-05-2024', '06-05-2024', '07-05-2024', '08-05-2024', '09-05-2024', '10-05-2024', '11-05-2024', '12-05-2024', '13-05-2024', '14-05-2024', '15-05-2024', '16-05-2024', '17-05-2024', '18-05-2024', '19-05-2024', '20-05-2024', '21-05-2024', '22-05-2024', '23-05-2024', '24-05-2024', '25-05-2024', '26-05-2024', '27-05-2024', '28-05-2024', '29-05-2024', '30-05-2024', '31-05-2024', '01-06-2024', '02-06-2024', '03-06-2024', '04-06-2024', '05-06-2024', '06-06-2024', '07-06-2024']",9:30AM,"De Young Museum, 50, Hagiwara Tea Garden Drive, San Francisco, California, 94118, United States",http://sf-events.brokeassstuart.com/events/2024/3/16/irving-penn-tickets,37.77148045,-122.46912751367088
221,Israel's Arcade,['01-05-2024'],8:00PM,"Brick and Mortar, 1710, Mission Street, San Francisco, California, 94103, United States",http://sf-events.brokeassstuart.com/events/2024/5/1/israel-s-arcade-tickets,37.7696864,-122.4203028
222,J. Graves,['23-04-2024'],8:00PM,"San Pablo Avenue, West Portal, San Francisco, California, 94127, United States",http://sf-events.brokeassstuart.com/events/2024/4/23/j-graves-tickets,37.7401296,-122.4610928
223,"Jack & Jack, Sammy Wilk",['28-04-2024'],8:00PM,"August Hall, 420, Mason Street, Union Square, San Francisco, California, 94109, United States",http://sf-events.brokeassstuart.com/events/2024/4/28/jack-jack-sammy-wilk-tickets,37.7875876,-122.4097872
224,Jai Shri Ram: Ramayan Broadway Musical,['20-04-2024'],7:00PM,"2025, Broadway, Pacific Heights, San Francisco, California, 94115, United States",http://sf-events.brokeassstuart.com/events/2024/4/20/jai-shri-ram-ramayan-broadway-musical-tickets,37.79475187755102,-122.43045367346939
225,"James Arthur, Forest Blakk",['30-04-2024'],"7:00PM
              
                (doors)",1807 Telegraph Ave,http://sf-events.brokeassstuart.com/events/2024/4/30/james-arthur-forest-blakk-tickets,,
226,"James Wavey, System Exclusive, Maya Songbird",['01-05-2024'],8:00PM,2330 Telegraph Ave,http://sf-events.brokeassstuart.com/events/2024/5/1/james-wavey-system-exclusive-maya-songbird-tickets,,
227,Japanese Prints in Transition: From the Floating World to the Modern World,"['19-04-2024', '20-04-2024', '21-04-2024', '22-04-2024', '23-04-2024', '24-04-2024', '25-04-2024', '26-04-2024', '27-04-2024', '28-04-2024', '29-04-2024', '30-04-2024', '01-05-2024', '02-05-2024', '03-05-2024', '04-05-2024', '05-05-2024', '06-05-2024', '07-05-2024', '08-05-2024', '09-05-2024', '10-05-2024', '11-05-2024', '12-05-2024', '13-05-2024', '14-05-2024', '15-05-2024', '16-05-2024', '17-05-2024', '18-05-2024', '19-05-2024', '20-05-2024', '21-05-2024', '22-05-2024', '23-05-2024', '24-05-2024', '25-05-2024', '26-05-2024', '27-05-2024', '28-05-2024', '29-05-2024', '30-05-2024', '31-05-2024', '01-06-2024', '02-06-2024', '03-06-2024', '04-06-2024', '05-06-2024', '06-06-2024', '07-06-2024']",7:00PM,"Legion of Honor, 100, 34th Avenue, San Francisco, California, 94121, United States",http://sf-events.brokeassstuart.com/events/2024/4/6/japanese-prints-in-transition-from-the-floating-world-to-the-modern-world-tickets,37.78455795,-122.50095497618373
228,Jared Freid,"['25-04-2024', '26-04-2024', '26-04-2024', '27-04-2024', '27-04-2024']",7:30PM,"Cobb's Comedy Club, 915, Columbus Avenue, Russian Hill, San Francisco, California, 94133, United States",http://sf-events.brokeassstuart.com/events/2024/4/25/jared-freid-tickets,37.8029233,-122.4142026
229,Jerry Seinfeld ,"['26-04-2024', '26-04-2024']",7:00PM,50 Mark West Springs Road,http://sf-events.brokeassstuart.com/events/2024/4/26/jerry-seinfeld-7-00-pm-tickets,,
230,Joe Klocek,['23-04-2024'],7:30PM,"Punch Line Comedy Club, 444, Battery Street, Financial District, San Francisco, California, 94111, United States",http://sf-events.brokeassstuart.com/events/2024/4/23/joe-klocek-tickets,37.79553185,-122.40011861592805
231,Joel,['30-04-2024'],7:00PM,1001 B St,http://sf-events.brokeassstuart.com/events/2024/4/30/joel-tickets,,
232,John Crist’s Emotional Support Tour,['19-04-2024'],7:00PM,50 Mark West Springs Road,http://sf-events.brokeassstuart.com/events/2024/4/19/john-crist-s-emotional-support-tour-tickets,,
233,John Scofield Trio,['25-04-2024'],7:30PM,"SFJAZZ Center, 201, Franklin Street, Hayes Valley, San Francisco, California, 94102, United States",http://sf-events.brokeassstuart.com/events/2024/4/25/john-scofield-trio-tickets,37.77637795,-122.42156935498565
234,Jokeland Variety Show,['11-05-2024'],"7:30PM
              
                (doors)","2727, California Street, Western Addition, San Francisco, California, 94115, United States",http://sf-events.brokeassstuart.com/events/2024/5/11/jokeland-variety-show-tickets,37.78813295918367,-122.43925755102042
235,Jordan Mackampa,['29-04-2024'],7:00PM,"Rickshaw Stop, 155, Fell Street, Hayes Valley, San Francisco, California, 94102, United States",http://sf-events.brokeassstuart.com/events/2024/4/29/jordan-mackampa-tickets,37.7759904,-122.42047537588323
236,Josh Johnson,['28-04-2024'],7:00PM,62 S. Second Street,http://sf-events.brokeassstuart.com/events/2024/4/28/josh-johnson-tickets,,
237,Joyryde,['26-04-2024'],10:00PM,146 S Murphy Ave,http://sf-events.brokeassstuart.com/events/2024/4/26/joyryde-tickets,,
238,Jozef van Wissem & Madison Mandrake,['27-04-2024'],8:00PM,"Kilowatt, 3160, 16th Street, Mission District, San Francisco, California, 94103, United States",http://sf-events.brokeassstuart.com/events/2024/4/27/jozef-van-wissem-madison-mandrake-tickets,37.7649743,-122.4232405
239,Julia Holter,['04-05-2024'],9:00PM,"Great American Music Hall, 859, O'Farrell Street, Tenderloin, San Francisco, California, 94109, United States",http://sf-events.brokeassstuart.com/events/2024/5/4/julia-holter-tickets,37.7847659,-122.41883557457422
240,Juliet Ivy,['01-05-2024'],7:00PM,"Rickshaw Stop, 155, Fell Street, Hayes Valley, San Francisco, California, 94102, United States",http://sf-events.brokeassstuart.com/events/2024/5/1/juliet-ivy-tickets,37.7759904,-122.42047537588323
241,Justin Timberlake,['06-05-2024'],7:30PM,525 West Santa Clara Street,http://sf-events.brokeassstuart.com/events/2024/5/6/justin-timberlake-tickets,,
242,K-Pop DJ Night,['25-04-2024'],9:00PM,375 Eleventh Street,http://sf-events.brokeassstuart.com/events/2024/4/25/k-pop-dj-night-tickets,,
243,KOO KOO | Early Show,['27-04-2024'],1:00PM,"2367 Shattuck Ave., Berkeley",http://sf-events.brokeassstuart.com/events/2024/4/27/koo-koo-early-show-tickets,,
244,Kalinders,['26-04-2024'],8:00PM,"San Pablo Avenue, West Portal, San Francisco, California, 94127, United States",http://sf-events.brokeassstuart.com/events/2024/4/26/kalinders-tickets,37.7401296,-122.4610928
245,Karaoke Night,"['23-04-2024', '24-04-2024', '30-04-2024', '01-05-2024', '08-05-2024', '15-05-2024', '22-05-2024', '29-05-2024', '05-06-2024']",9:00PM,"Kilowatt, 3160, 16th Street, Mission District, San Francisco, California, 94103, United States",http://sf-events.brokeassstuart.com/events/2024/4/23/karaoke-night-no-cover-tickets,37.7649743,-122.4232405
246,"Karaokiki w/ DULCE DE LECHE, FRISCO PINK + MOJO","['25-04-2024', '02-05-2024', '09-05-2024', '16-05-2024', '23-05-2024', '30-05-2024', '06-06-2024']",9:00PM,"3158, Mission Street, Bernal Heights, San Francisco, California, 90103, United States",http://sf-events.brokeassstuart.com/events/weekly/thu/karaokiki-with-your-homegirl-dulce-de-leche-tickets,37.74679525,-122.41941883192119
247,Kassi Valazza,['30-04-2024'],8:00PM,"San Pablo Avenue, West Portal, San Francisco, California, 94127, United States",http://sf-events.brokeassstuart.com/events/2024/4/30/kassi-valazza-tickets,37.7401296,-122.4610928
248,Katie Pruitt ,['26-04-2024'],8:00PM,"Bimbo's 365 Club, 1025, Columbus Avenue, Fisherman's Wharf, San Francisco, California, 94133, United States",http://sf-events.brokeassstuart.com/events/2024/4/26/katie-pruitt-mantras-tour-tickets,37.803730650000006,-122.41564579506286
249,Kenny Mason,['27-04-2024'],9:00PM,"The Independent, 628, Divisadero Street, Western Addition, San Francisco, California, 94117, United States",http://sf-events.brokeassstuart.com/events/2024/4/27/kenny-mason-tickets,37.7755281,-122.43764100406057
250,Kiki Yeung Presents: Crazy Woke Asians,['05-05-2024'],7:00PM,"Cobb's Comedy Club, 915, Columbus Avenue, Russian Hill, San Francisco, California, 94133, United States",http://sf-events.brokeassstuart.com/events/2024/5/5/kiki-yeung-presents-crazy-woke-asians-tickets,37.8029233,-122.4142026
251,Kiltro w/ Neoma,['30-04-2024'],8:00PM,"Cafe du Nord, 2170, Market Street, Duboce Triangle, San Francisco, California, 94143, United States",http://sf-events.brokeassstuart.com/events/2024/4/30/kiltro-w-neoma-tickets,37.7667182,-122.43054460123211
252,"Kin S'venta, Melanie Marie, Uriel, Eric Wilson, Pearl Onion, Softserve, Dj Nfs + Matt (Cone Shape Top) ",['24-04-2024'],8:00PM,"3158, Mission Street, Bernal Heights, San Francisco, California, 90103, United States",http://sf-events.brokeassstuart.com/events/2024/4/24/kin-s-venta-melanie-marie-uriel-eric-wilson-pearl-onion-softserve-dj-nfs-matt-cone-shape-top-10-tickets,37.74679525,-122.41941883192119
253,Kirtan with Joss Jaffe,['20-04-2024'],7:00PM,"The Center SF Tea House, 548, Fillmore Street, Lower Haight, Western Addition, San Francisco, California, 95115, United States",http://sf-events.brokeassstuart.com/events/2024/4/20/kirtan-with-joss-jaffe-tickets,37.7745253,-122.4306476
254,"Kody Norris, Danny Paisley & The Southern Grass, Caleb Klauder & Reeb Willms Bluegrass Band, Marin County Breakdown",['28-04-2024'],7:00PM,"Addison Street, Glen Park, San Francisco, California, 94131, United States",http://sf-events.brokeassstuart.com/events/2024/4/28/berkeley-bluegrass-festival-tickets,37.7400826,-122.4349546
255,Korpiklaani,['26-04-2024'],6:00PM,375 Eleventh Street,http://sf-events.brokeassstuart.com/events/2024/4/26/korpiklaani-tickets,,
256,LARAAJI w/ Arji OceAnanda,['24-04-2024'],8:00PM,"Addison Street, Glen Park, San Francisco, California, 94131, United States",http://sf-events.brokeassstuart.com/events/2024/4/24/laraaji-with-arji-oceananda-tickets,37.7400826,-122.4349546
257,LF System,['04-05-2024'],9:30PM,"The Great Northern, 119, Utah Street, San Francisco, California, 94103, United States",http://sf-events.brokeassstuart.com/events/2024/5/4/lf-system-tickets,37.7676612,-122.4065246
258,LUBELSKI + AIRPUSHER COLLECTIVE,['20-04-2024'],9:00PM,101 Sixth St.,http://sf-events.brokeassstuart.com/events/2024/4/20/lubelski-dirtybird-records-desert-heart-records-airpusher-collective-tickets,,
259,"La Dame Blanche, Krudas Cubensi, Dj Leydis, Hosted by Gina Madrid",['03-05-2024'],8:00PM,"San Pablo Avenue, West Portal, San Francisco, California, 94127, United States",http://sf-events.brokeassstuart.com/events/2024/5/3/la-dame-blanche-krudas-cubensi-dj-leydis-hosted-by-gina-madrid-tickets,37.7401296,-122.4610928
260,Laurie Kilmartin,"['24-04-2024', '25-04-2024', '26-04-2024', '27-04-2024']",8:00PM,"Punch Line Comedy Club, 444, Battery Street, Financial District, San Francisco, California, 94111, United States",http://sf-events.brokeassstuart.com/events/2024/4/24/laurie-kilmartin-tickets,37.79553185,-122.40011861592805
261,"Laurie Lewis & the Right Hands, Kathy Kallick Band, Hard Drive, Salty Sally",['27-04-2024'],7:00PM,"Addison Street, Glen Park, San Francisco, California, 94131, United States",http://sf-events.brokeassstuart.com/events/2024/4/27/berkeley-bluegrass-festival-tickets,37.7400826,-122.4349546
262,Lawrence Rothman + Zachary Blizzard,['27-04-2024'],"7:30PM
              
                (doors)","The Lost Church, 988, Columbus Avenue, Russian Hill, San Francisco, California, 94133, United States",http://sf-events.brokeassstuart.com/events/2024/4/27/lawrence-rothman-the-plow-that-broke-the-plains-tour-zachary-blizzard-tickets,37.8034232,-122.4143732
263,Lee Mingwei: Rituals of Care,"['19-04-2024', '20-04-2024', '21-04-2024', '22-04-2024', '23-04-2024', '24-04-2024', '25-04-2024', '26-04-2024', '27-04-2024', '28-04-2024', '29-04-2024', '30-04-2024', '01-05-2024', '02-05-2024', '03-05-2024', '04-05-2024', '05-05-2024', '06-05-2024', '07-05-2024', '08-05-2024', '09-05-2024', '10-05-2024', '11-05-2024', '12-05-2024', '13-05-2024', '14-05-2024', '15-05-2024', '16-05-2024', '17-05-2024', '18-05-2024', '19-05-2024', '20-05-2024', '21-05-2024', '22-05-2024', '23-05-2024', '24-05-2024', '25-05-2024', '26-05-2024', '27-05-2024', '28-05-2024', '29-05-2024', '30-05-2024', '31-05-2024', '01-06-2024', '02-06-2024', '03-06-2024', '04-06-2024', '05-06-2024', '06-06-2024', '07-06-2024']",7:00PM,"De Young Museum, 50, Hagiwara Tea Garden Drive, San Francisco, California, 94118, United States",http://sf-events.brokeassstuart.com/events/2024/2/17/lee-mingwei-rituals-of-care-tickets,37.77148045,-122.46912751367088
264,Lee Vilensky Trio documentary “Bar Band” + live performance,['24-04-2024'],"7:30PM
              
                (doors)","The Lost Church, 988, Columbus Avenue, Russian Hill, San Francisco, California, 94133, United States",http://sf-events.brokeassstuart.com/events/2024/4/24/lee-vilensky-trio-documentary-bar-band-live-performance-tickets,37.8034232,-122.4143732
265,Lift Off,['26-04-2024'],9:00PM,"Madam Zola's Fortune, 900, Marin Street, San Francisco, California, 94124, United States",http://sf-events.brokeassstuart.com/events/2024/4/26/dombresky-presents-lift-off-tickets,37.7496855,-122.3858699
266,Local Sound Series: Analog Dog + Subtle Orange,['26-04-2024'],8:00PM,"949, El Camino Real, Baden, South San Francisco, San Mateo County, California, 94080, United States",http://sf-events.brokeassstuart.com/events/2024/4/26/local-sound-series-analog-dog-subtle-orange-tickets,37.654253654687615,-122.43308962391798
267,"Lofi Legs, The Towns, Flight of Ulysses",['19-04-2024'],7:30PM,"Bottom of the Hill, 1233, 17th Street, Potrero Hill, San Francisco, California, 94107, United States",http://sf-events.brokeassstuart.com/events/2024/4/19/lofi-legs-the-towns-flight-of-ulysses-tickets,37.7649626,-122.39641152655962
268,"Lord Velvet, Three Towers, Theya",['27-04-2024'],8:00PM,"La Lucha, 1600, 17th Street, Potrero Hill, San Francisco, California, 94107, United States",http://sf-events.brokeassstuart.com/events/2024/4/27/lord-velvet-three-towers-theya-tickets,37.7650661,-122.3998625
269,Los Angeles Piano Trio,['27-04-2024'],3:00PM,"College Avenue, St. Mary's Park, San Francisco, California, 94134, United States",http://sf-events.brokeassstuart.com/events/2024/4/27/los-angeles-piano-trio-tickets,37.7335803,-122.4237526
270,Louis Katz,"['19-04-2024', '19-04-2024', '20-04-2024', '20-04-2024']",9:45PM,"Punch Line Comedy Club, 444, Battery Street, Financial District, San Francisco, California, 94111, United States",http://sf-events.brokeassstuart.com/events/2024/4/19/louis-katz-tickets-dr1nnbe,37.79553185,-122.40011861592805
271,Love Mischief,['28-04-2024'],6:00PM,"San Pablo Avenue, West Portal, San Francisco, California, 94127, United States",http://sf-events.brokeassstuart.com/events/2024/4/28/love-mischief-tickets,37.7401296,-122.4610928
272,Luciana Souza + Trio Corrent,['25-04-2024'],8:00PM,"Addison Street, Glen Park, San Francisco, California, 94131, United States",http://sf-events.brokeassstuart.com/events/2024/4/25/luciana-souza-and-trio-corrent-tickets,37.7400826,-122.4349546
273,Lucy Kaplansky,['03-05-2024'],8:00PM,"Addison Street, Glen Park, San Francisco, California, 94131, United States",http://sf-events.brokeassstuart.com/events/2024/5/3/lucy-kaplansky-tickets,37.7400826,-122.4349546
274,MANGO!,"['27-04-2024', '25-05-2024']",2:00PM,"3158, Mission Street, Bernal Heights, San Francisco, California, 90103, United States",http://sf-events.brokeassstuart.com/events/2024/4/27/mango-every-4th-saturday-2-8pm-tickets,37.74679525,-122.41941883192119
275,MENDELSSOHN’S SCOTTISH SYMPHONY,"['10-05-2024', '12-05-2024']",7:30PM,"Grove Street & Van Ness Avenue, Grove Street, Civic Center, San Francisco, California, 94102, United States",http://sf-events.brokeassstuart.com/events/2024/5/10/mendelssohn-rsquo-s-scottish-symphony-tickets,37.7782225,-122.419455
276,MICHAEL SEYER ,['30-04-2024'],8:00PM,"Rickshaw Stop, 155, Fell Street, Hayes Valley, San Francisco, California, 94102, United States",http://sf-events.brokeassstuart.com/events/2024/4/30/michael-seyer-6-years-of-bonez-tour-tickets,37.7759904,-122.42047537588323
277,Maddix + Yoji Biomehanika,['26-04-2024'],9:00PM,"Public Works, 161, Erie Street, San Francisco, California, 94103, United States",http://sf-events.brokeassstuart.com/events/2024/4/26/maddix-yoji-biomehanika-tickets,37.7688931,-122.41926507660828
278,"Mannequin Pussy, Soul Glo",['27-04-2024'],8:00PM,"August Hall, 420, Mason Street, Union Square, San Francisco, California, 94109, United States",http://sf-events.brokeassstuart.com/events/2024/4/27/mannequin-pussy-soul-glo-tickets,37.7875876,-122.4097872
279,ManyNames,['20-04-2024'],10:00PM,"Public Works, 161, Erie Street, San Francisco, California, 94103, United States",http://sf-events.brokeassstuart.com/events/2024/4/20/manynames-back-again-journees-release-tickets,37.7688931,-122.41926507660828
280,Marina Comedy - Silver Cloud Showcase ,"['23-04-2024', '30-04-2024', '07-05-2024', '14-05-2024', '21-05-2024', '28-05-2024', '04-06-2024']","8:00PM
              
                (doors)","1994, Lombard Street, Cow Hollow, San Francisco, California, 94123, United States",http://sf-events.brokeassstuart.com/events/weekly/tue/silver-cloud-showcase-tickets,37.800228979591836,-122.43422742857142
281,Matinee Show Featuring Live Music By: Teini Paa (Finland),['05-05-2024'],5:00PM,"The Knockout, 3223, Mission Street, Bernal Heights, San Francisco, California, 94114, United States",http://sf-events.brokeassstuart.com/events/2024/5/5/matinee-show-featuring-live-music-by-teini-paa-finland-to-9-pm-tickets,37.7451409,-122.420005
282,Matmos,['21-04-2024'],8:00PM,"Great American Music Hall, 859, O'Farrell Street, Tenderloin, San Francisco, California, 94109, United States",http://sf-events.brokeassstuart.com/events/2024/4/21/matmos-tickets,37.7847659,-122.41883557457422
283,Matt Passmore: Tied/Untied,"['19-04-2024', '20-04-2024', '21-04-2024', '22-04-2024', '23-04-2024', '24-04-2024', '25-04-2024', '26-04-2024', '27-04-2024', '28-04-2024', '29-04-2024', '30-04-2024', '01-05-2024', '02-05-2024', '03-05-2024', '04-05-2024', '05-05-2024', '06-05-2024', '07-05-2024', '08-05-2024', '09-05-2024', '10-05-2024', '11-05-2024', '12-05-2024', '13-05-2024', '14-05-2024', '15-05-2024', '16-05-2024', '17-05-2024', '18-05-2024', '19-05-2024', '20-05-2024', '21-05-2024', '22-05-2024', '23-05-2024', '24-05-2024', '25-05-2024', '26-05-2024', '27-05-2024', '28-05-2024', '29-05-2024', '30-05-2024', '31-05-2024', '01-06-2024', '02-06-2024', '03-06-2024', '04-06-2024', '05-06-2024', '06-06-2024', '07-06-2024']",10:00AM,Buchanan St. and Marina St,http://sf-events.brokeassstuart.com/events/2020/10/27/matt-passmore-tied-untied-tickets,,
284,Melodies of Love,['27-04-2024'],9:00PM,2330 Telegraph Ave,http://sf-events.brokeassstuart.com/events/2024/4/27/melodies-of-love-4-27-tickets,,
285,Melodious,['30-04-2024'],"7:30PM
              
                (doors)",510 Embarcadero West,http://sf-events.brokeassstuart.com/events/2024/4/30/melodious-tickets,,
286,Meltt,['21-04-2024'],8:00PM,"Cafe du Nord, 2170, Market Street, Duboce Triangle, San Francisco, California, 94143, United States",http://sf-events.brokeassstuart.com/events/2024/4/21/meltt-tickets,37.7667182,-122.43054460123211
287,Mercury Soul at Grace Cathedral,['19-04-2024'],7:30PM,"1100, California Street, Lower Nob Hill, San Francisco, California, 94108, United States",http://sf-events.brokeassstuart.com/events/2024/4/19/mercury-soul-at-grace-cathedral-tickets,37.791689,-122.412631
288,Metamorphosis,['29-04-2024'],"6:00PM
              
                (doors)",1807 Telegraph Ave,http://sf-events.brokeassstuart.com/events/2024/4/29/osa-presents-metamorphosis-tickets,,
289,Metz,['04-05-2024'],9:00PM,"The Chapel, 777, Valencia Street, Mission District, San Francisco, California, 94110, United States",http://sf-events.brokeassstuart.com/events/2024/5/4/metz-tickets,37.7604879,-122.42120099500369
290,Metz + Gouge Away,['03-05-2024'],8:00PM,400 S 1st Street,http://sf-events.brokeassstuart.com/events/2024/5/3/metz-gouge-away-tickets,,
291,Meute,['25-04-2024'],8:00PM,"Madam Zola's Fortune, 900, Marin Street, San Francisco, California, 94124, United States",http://sf-events.brokeassstuart.com/events/2024/4/25/meute-tickets,37.7496855,-122.3858699
292,"Mexico City Heartbreak, Valley Wolf, Dead River Rebels, Effort Because, DJ Occult",['20-04-2024'],8:00PM,"La Lucha, 1600, 17th Street, Potrero Hill, San Francisco, California, 94107, United States",http://sf-events.brokeassstuart.com/events/2024/4/20/mexico-city-heartbreak-valley-wolf-dead-river-rebels-effort-because-dj-occult-tickets,37.7650661,-122.3998625
293,Michael Blaustein,"['19-04-2024', '19-04-2024']",7:30PM,"2nd Street, Transbay, San Francisco, California, 94105, United States",http://sf-events.brokeassstuart.com/events/2024/4/19/michael-blaustein-tickets,37.787221,-122.3988207
294,Mickey Darling,['03-05-2024'],9:00PM,"The Independent, 628, Divisadero Street, Western Addition, San Francisco, California, 94117, United States",http://sf-events.brokeassstuart.com/events/2024/5/3/mickey-darling-tickets,37.7755281,-122.43764100406057
295,Mill Valley Music Fest Pop-Up: Deep Rivers,['20-04-2024'],12:00PM,"129, Miller Avenue, South San Francisco, San Mateo County, California, 94080, United States",http://sf-events.brokeassstuart.com/events/2024/4/20/mill-valley-music-fest-pop-up-deep-rivers-tickets,37.65559235124137,-122.40765199814821
296,Mill Valley Music Festival,"['11-05-2024', '12-05-2024']",10:00AM,,http://sf-events.brokeassstuart.com/events/2024/5/11/3rd-annual-mill-valley-music-festival-tickets,,
297,Minnesota Farewell Show,['27-04-2024'],9:00PM,"Public Works, 161, Erie Street, San Francisco, California, 94103, United States",http://sf-events.brokeassstuart.com/events/2024/4/27/minnesota-farewell-show-presented-by-wormhole-tickets,37.7688931,-122.41926507660828
298,Misfit Cabaret Presents POP,"['26-04-2024', '27-04-2024']",8:00PM,"Alcazar Theatre, 650, Geary Street, Lower Nob Hill, San Francisco, California, 94102, United States",http://sf-events.brokeassstuart.com/events/2024/4/26/misfit-cabaret-presents-pop-tickets,37.7868699,-122.41410852204234
299,Mission Community Market,"['25-04-2024', '02-05-2024', '09-05-2024', '16-05-2024', '23-05-2024', '30-05-2024', '06-06-2024']",3:00PM,"Bartlett St, between 21st & 22nd Streets",http://sf-events.brokeassstuart.com/events/weekly/thu/cuesa-mission-community-market,,
300,Mk.gee,['27-04-2024'],9:00PM,"Great American Music Hall, 859, O'Farrell Street, Tenderloin, San Francisco, California, 94109, United States",http://sf-events.brokeassstuart.com/events/2024/4/27/mk-gee-tickets,37.7847659,-122.41883557457422
301,Mondo Wonky: Into The Wonkyverse (Willy Wonka Interactive Experience),['03-05-2024'],8:00PM,,http://sf-events.brokeassstuart.com/events/2024/5/3/mondo-wonky-into-the-wonkyverse-willy-wonka-interactive-experience-tickets,,
